ShotType;Competition;PlayerType;Transition;TwoLegged;Movement;Angle;Distance
above head;EURO;G;0;1;no;88.31;6.86
layup;EURO;F;0;1;no;45.58;0.75
layup;EURO;F;0;1;no;49.7;0.56
layup;EURO;F;0;1;no;74.93;0.78
above head;EURO;F;0;1;no;45.76;0.6
above head;EURO;C;0;1;no;45.15;1.81
layup;EURO;C;0;1;no;59.62;0.93
above head;EURO;C;1;1;no;88.3;4.98
above head;EURO;C;0;1;no;50.48;3.19
above head;EURO;C;0;1;no;5.63;4.91
above head;EURO;G;0;1;no;40.6;3.46
other;EURO;G;0;0;drive;14.07;1.76
layup;EURO;G;1;0;dribble or cut;4.84;0.63
above head;EURO;G;1;1;no;80.76;0.92
other;EURO;G;0;0;dribble or cut;88.45;3.48
other;EURO;G;0;0;drive;63.97;3.16
above head;EURO;G;0;1;no;72.66;7.18
hook shot;EURO;F;0;1;no;75.89;0.83
hook shot;EURO;F;0;1;no;43.97;1.85
above head;EURO;F;0;1;no;22.91;4.95
layup;EURO;F;0;1;no;71.09;0.62
hook shot;EURO;F;0;1;no;0;1.76
hook shot;EURO;F;0;0;no;3.83;1.61
above head;EURO;F;1;1;no;62.28;0.67
above head;EURO;G;0;1;no;51.44;6.37
above head;EURO;G;0;1;no;88.02;4.29
above head;EURO;G;0;1;no;81.75;7.04
above head;EURO;G;0;1;no;46.43;7.25
above head;EURO;G;1;1;no;0.42;7.31
above head;EURO;G;1;1;no;21.19;7.26
above head;EURO;G;0;1;no;46.11;7.36
above head;EURO;F;0;1;no;37.83;7.69
above head;EURO;F;0;1;no;40.39;7.19
above head;EURO;F;0;1;no;4.25;7.22
above head;EURO;F;0;1;no;86.6;7.03
above head;EURO;F;0;1;no;54.23;0.99
dunk;EURO;F;0;1;no;29.62;0.54
hook shot;EURO;F;0;1;no;74.93;0.78
layup;EURO;F;0;1;no;38.52;0.6
above head;EURO;G;0;1;no;2.29;4.03
layup;EURO;G;0;0;dribble or cut;74.93;0.78
above head;EURO;G;0;1;no;86.54;6.92
above head;EURO;G;0;1;no;41.35;7.3
hook shot;EURO;G;0;1;no;62.56;0.91
layup;EURO;G;1;1;no;77.03;0.66
layup;EURO;G;0;1;no;70.9;2.1
above head;EURO;G;1;1;no;61.55;6.64
above head;EURO;G;0;1;no;17.58;7.27
above head;EURO;G;0;1;no;55.79;7.26
above head;EURO;G;0;1;no;53.76;7.17
above head;EURO;G;0;1;no;53.62;7.78
above head;EURO;C;0;1;no;78;0.71
tip-in;EURO;C;0;1;no;64.77;0.47
hook shot;EURO;C;1;1;no;81.27;0.98
hook shot;EURO;C;0;1;no;89.14;2.68
tip-in;EURO;C;0;1;no;18.83;0.5
hook shot;EURO;F;0;0;no;29.91;1.29
layup;EURO;F;1;0;dribble or cut;51.36;0.75
above head;EURO;F;0;1;no;17.58;7.27
above head;EURO;F;0;1;no;21.11;5.35
above head;EURO;F;0;1;no;62.82;1.39
above head;EURO;F;0;1;no;64.28;0.71
hook shot;EURO;F;0;1;no;65.38;1
above head;EURO;F;0;1;no;29.51;7.29
above head;EURO;G;0;1;no;30.51;8.55
above head;EURO;G;1;1;no;45.81;7.4
above head;EURO;G;1;1;no;40.75;7.3
above head;EURO;G;0;1;no;83.44;6.96
hook shot;EURO;G;1;1;no;17.66;2.47
above head;EURO;G;1;1;no;6.37;6.76
above head;EURO;G;0;1;no;26.17;3.76
above head;EURO;G;0;1;no;3.84;5.6
above head;EURO;G;0;1;no;6.5;5.68
above head;EURO;G;0;1;no;18.22;5.65
above head;EURO;C;0;1;no;74.55;0.56
above head;EURO;C;0;1;no;32.24;5.52
above head;EURO;C;0;1;no;68.19;1.56
above head;EURO;G;0;1;no;0;1.92
layup;EURO;G;0;0;drive;72.34;0.84
above head;EURO;G;1;1;no;54.36;7.19
above head;EURO;G;1;1;no;20.62;6.08
above head;EURO;G;0;1;no;76.7;4.62
layup;EURO;G;1;0;dribble or cut;77.5;0.93
above head;EURO;G;0;1;no;63.95;7.57
above head;EURO;G;0;1;no;46.11;7.36
above head;EURO;G;0;1;no;88.35;7.02
hook shot;EURO;G;0;1;no;25;7.35
above head;EURO;G;1;1;no;40.11;7.23
above head;EURO;F;0;1;no;88.76;6.86
layup;EURO;F;1;0;dribble or cut;78;0.71
layup;EURO;G;1;0;dribble or cut;73.83;0.73
layup;EURO;G;0;0;dribble or cut;63.96;1.07
above head;EURO;G;0;1;no;73.3;5.76
layup;EURO;G;1;0;dribble or cut;64.28;0.71
above head;EURO;F;0;1;no;53.67;7.25
above head;EURO;F;1;1;no;89.89;6.91
above head;EURO;F;1;1;no;79;6.99
above head;EURO;F;0;1;no;87.47;7.02
above head;EURO;F;0;1;no;52.4;7.3
above head;EURO;F;1;1;no;49.15;7.22
above head;EURO;F;0;1;no;77.92;1.48
dunk;EURO;F;0;1;no;48.67;0.14
hook shot;EURO;F;1;1;no;86.27;1.45
above head;EURO;F;0;1;no;13.18;0.71
above head;EURO;F;0;1;no;14.59;7.44
hook shot;EURO;C;0;1;no;66.92;1.34
hook shot;EURO;C;0;1;no;8.38;1.84
above head;EURO;C;0;1;no;11.35;1.63
above head;EURO;C;0;1;no;4.84;0.63
layup;EURO;F;0;0;drive;50.89;1.17
above head;EURO;F;0;1;no;87.65;4.93
above head;EURO;F;0;1;no;45.54;7.13
above head;EURO;F;0;1;no;83.73;0.86
above head;EURO;F;0;1;no;33.85;7.31
above head;EURO;F;0;1;no;64.56;7.24
above head;EURO;G;0;1;no;17.08;8.21
other;EURO;G;1;0;dribble or cut;41.86;2.73
layup;EURO;G;1;0;dribble or cut;68.3;0.69
above head;EURO;G;1;1;no;61.7;7.24
other;EURO;G;0;0;no;45.87;2.69
other;EURO;G;0;0;dribble or cut;36.94;2.14
above head;EURO;C;0;1;no;37.47;7.31
tip-in;EURO;G;0;1;no;14.25;0.65
layup;EURO;G;0;1;no;81.66;0.65
above head;EURO;F;1;1;no;41.88;7.14
above head;EURO;G;0;1;no;37.47;7.31
above head;EURO;F;1;1;no;24.73;4.61
above head;EURO;F;0;1;no;87.27;6.49
above head;EURO;F;0;1;no;44.93;7.28
above head;EURO;F;0;1;no;14.1;7.26
above head;EURO;F;0;1;no;84.87;2.26
dunk;EURO;F;0;1;no;77.6;0.44
layup;EURO;F;0;0;drive;16.05;1.16
above head;EURO;F;0;1;no;88.65;6.27
above head;EURO;G;0;1;no;89.45;7.07
above head;EURO;G;1;1;no;8.79;3.85
above head;EURO;G;0;1;no;56.61;7.31
above head;EURO;G;0;1;no;6.73;5.03
layup;EURO;G;0;0;dribble or cut;54.55;1.18
above head;EURO;G;1;1;no;25.09;5.81
above head;EURO;G;0;1;no;31.97;7.28
layup;EURO;G;1;0;dribble or cut;52.99;0.87
above head;EURO;G;0;1;no;82.73;7.13
above head;EURO;G;0;1;no;80.1;7.12
above head;EURO;G;0;1;no;1.62;7.58
above head;EURO;G;0;1;no;50.24;7.39
above head;EURO;G;0;1;no;88.8;5.79
above head;EURO;G;0;1;no;25.6;6.08
above head;EURO;G;0;1;no;0.83;7.36
above head;EURO;G;0;1;no;87.49;7.08
dunk;EURO;C;1;1;no;45.76;0.6
hook shot;EURO;C;0;1;no;26.71;1.31
dunk;EURO;C;0;1;no;84.62;0.43
hook shot;EURO;C;0;1;no;76.23;2.21
hook shot;EURO;C;0;1;no;23.28;1.63
above head;EURO;C;0;1;no;83.18;4.42
above head;EURO;C;0;1;no;0.66;4.67
hook shot;EURO;C;0;1;no;16;1.55
hook shot;EURO;C;0;1;no;50.76;0.83
hook shot;EURO;C;0;0;no;1.59;1.93
hook shot;EURO;C;0;1;no;86.41;2.36
layup;EURO;C;0;1;no;72.69;1.4
above head;EURO;C;1;1;no;61.7;7.24
hook shot;EURO;F;0;1;no;60.27;2.04
above head;EURO;F;0;1;no;46.1;7.44
hook shot;EURO;F;0;1;no;25.75;1.48
above head;EURO;G;0;1;no;39.73;7.54
other;EURO;G;1;0;dribble or cut;50.81;3.39
above head;EURO;G;0;1;no;50.42;7.92
layup;EURO;G;1;0;dribble or cut;74.93;0.78
above head;EURO;G;0;1;no;52.74;7.27
hook shot;EURO;C;0;1;no;59.21;2.18
hook shot;EURO;C;0;1;no;62.82;1.39
above head;EURO;C;0;1;no;0;2.41
layup;EURO;C;0;1;no;5.29;0.58
above head;EURO;C;0;1;no;6.07;2.53
above head;EURO;C;0;1;no;6.52;5.19
above head;EURO;C;0;1;no;59.97;0.62
above head;EURO;C;0;1;no;2.94;7.32
hook shot;EURO;C;0;1;no;83.66;2.32
above head;EURO;C;0;1;no;33.03;7.37
above head;EURO;F;0;1;no;62.05;7.1
above head;EURO;F;0;0;no;60.52;0.74
above head;EURO;F;0;0;dribble or cut;15.35;2.83
layup;EURO;F;0;0;dribble or cut;55.01;0.92
above head;EURO;G;0;1;no;33.15;7.44
above head;EURO;G;0;1;no;89.22;6.91
above head;EURO;G;0;1;no;88.77;6.91
above head;EURO;G;0;1;no;52.08;6.11
above head;EURO;G;0;1;no;89.17;6.48
above head;EURO;G;0;1;no;43.92;4.09
above head;EURO;G;0;1;no;86.99;6.92
other;EURO;G;0;0;dribble or cut;12.73;8.27
above head;EURO;G;0;1;no;55.2;7.24
above head;EURO;G;0;1;no;25.18;7.3
above head;EURO;G;0;1;no;89.59;5.63
above head;EURO;G;0;1;no;84.09;4.58
above head;EURO;G;1;1;no;60.91;7.17
above head;EURO;G;0;1;no;7.63;7.27
other;EURO;G;0;0;dribble or cut;73.56;1.28
hook shot;EURO;G;0;1;no;27.22;2.23
above head;EURO;G;0;1;no;1.08;5.7
layup;EURO;G;0;0;dribble or cut;73.08;1.06
above head;EURO;C;0;1;no;38.91;7.25
hook shot;EURO;G;0;1;no;0;1.71
hook shot;EURO;C;0;1;no;20.84;1.66
above head;EURO;C;0;1;no;89.67;7.02
above head;EURO;C;0;1;no;52.57;7.42
hook shot;EURO;C;0;1;no;1.51;2.03
other;EURO;C;0;0;no;35.08;0.84
above head;EURO;C;0;1;no;2.52;7.32
above head;EURO;C;0;1;no;7.68;0.8
above head;EURO;C;0;1;no;7.12;3.03
hook shot;EURO;C;0;1;no;72.93;0.5
above head;EURO;C;0;1;no;66.26;1.17
other;EURO;C;0;0;drive;65.61;2.71
above head;EURO;C;0;1;no;0.85;7.2
other;EURO;C;1;0;dribble or cut;8.38;0.37
above head;EURO;C;0;1;no;49.18;1.13
above head;EURO;G;0;1;no;50.63;5.75
layup;EURO;G;0;1;no;57.86;0.89
above head;EURO;G;0;1;no;23.28;1.63
layup;EURO;G;1;0;dribble or cut;69.83;0.74
other;EURO;G;0;0;drive;57.19;1.47
above head;EURO;F;0;1;no;56.03;7.3
above head;EURO;F;0;1;no;17.1;6.01
dunk;EURO;F;0;1;no;66.26;0.23
above head;EURO;F;0;1;no;17.74;5.98
layup;EURO;F;0;1;no;50.68;7.2
above head;EURO;F;0;0;dribble or cut;72.86;1.23
hook shot;EURO;C;0;1;no;3.37;1.82
hook shot;EURO;C;0;1;no;89.22;6.91
layup;EURO;C;1;0;dribble or cut;55.92;0.84
hook shot;EURO;C;0;1;no;53.45;1.33
above head;EURO;F;0;1;no;60.59;7.32
layup;EURO;F;0;1;no;70.94;0.45
above head;EURO;G;0;0;dribble or cut;73.55;2.23
layup;EURO;G;0;0;dribble or cut;77.03;0.66
above head;EURO;G;1;1;no;4.51;7.49
above head;EURO;G;0;1;no;28.94;7.31
layup;EURO;G;0;0;dribble or cut;80.65;1.57
above head;EURO;G;0;1;no;60.71;7.13
above head;EURO;G;0;1;no;53.24;7.36
above head;EURO;G;0;1;no;53.21;5.55
layup;EURO;G;1;0;dribble or cut;64.04;0.95
layup;EURO;G;0;0;dribble or cut;85.21;0.48
above head;EURO;G;0;1;no;41.93;8.02
above head;EURO;G;0;1;no;73.11;7
above head;EURO;G;0;1;no;10.16;7.59
above head;EURO;G;0;1;no;63.8;7.16
above head;EURO;G;0;1;no;77.47;7.13
above head;EURO;G;0;1;no;50.23;5.37
above head;EURO;G;0;1;no;54.03;7.68
above head;EURO;G;0;1;no;59.85;5.76
hook shot;EURO;C;0;1;no;11.83;1.31
hook shot;EURO;C;0;1;no;34.6;1.23
hook shot;EURO;C;0;0;no;23.5;1.75
above head;EURO;C;0;1;no;60.11;4.51
above head;EURO;C;0;1;no;2.48;4.95
above head;EURO;C;0;1;no;36.52;0.72
above head;EURO;F;0;1;no;71.44;6.72
hook shot;EURO;F;0;1;no;75.5;1.88
hook shot;EURO;F;0;1;no;79.19;1.36
above head;EURO;F;0;1;no;58.93;4.88
hook shot;EURO;F;0;1;no;66.16;1.7
hook shot;EURO;F;0;1;no;73.46;1.84
above head;EURO;F;0;1;no;85.37;3.17
above head;EURO;F;0;1;no;80.76;0.92
hook shot;EURO;F;0;1;no;3.48;1.77
layup;EURO;G;0;0;dribble or cut;62.05;0.55
above head;EURO;G;0;1;no;57.24;6.24
above head;EURO;G;0;1;no;15.46;2.61
above head;EURO;G;1;1;no;54.89;6.16
above head;EURO;F;0;1;no;59.1;3.43
other;EURO;F;0;0;dribble or cut;74.55;0.56
above head;EURO;F;0;1;no;82.27;2.7
above head;EURO;F;0;1;no;48.19;7.33
above head;EURO;F;0;1;no;88.79;7.02
above head;EURO;F;0;1;no;87.06;7.08
above head;EURO;F;0;1;no;87.86;6.86
other;EURO;F;1;0;dribble or cut;32.7;0.5
above head;EURO;F;0;1;no;68.3;0.69
above head;EURO;F;1;1;no;87.01;6.97
hook shot;EURO;C;0;0;no;51.74;1.98
above head;EURO;C;0;1;no;83.43;1.29
layup;EURO;G;0;0;dribble or cut;55.92;0.84
above head;EURO;G;0;1;no;28.03;7.18
above head;EURO;G;0;1;no;86.6;7.03
above head;EURO;G;0;1;no;55.99;5.75
above head;EURO;G;0;1;no;88.78;6.97
above head;EURO;G;0;1;no;26.31;7.37
above head;EURO;G;0;1;no;23.05;2.33
above head;EURO;G;0;0;no;14.51;1.71
other;EURO;G;0;0;dribble or cut;75.89;3.26
above head;EURO;G;0;1;no;58.78;7.14
above head;EURO;G;0;1;no;77.95;5.09
other;EURO;G;0;1;no;80.91;0.6
above head;EURO;G;0;1;no;86.62;7.08
above head;EURO;C;1;1;no;72.34;0.84
above head;EURO;G;0;1;no;48.83;7.26
above head;EURO;G;0;1;no;85.4;6.88
layup;EURO;G;0;0;drive;82.84;0.76
above head;EURO;G;0;1;no;48.55;7.22
layup;EURO;G;0;0;dribble or cut;62.28;0.67
layup;EURO;G;0;0;dribble or cut;51.36;0.75
layup;EURO;G;0;1;no;75.28;1.22
above head;EURO;G;1;1;no;77.5;0.93
layup;EURO;G;1;0;dribble or cut;58.33;0.69
above head;EURO;G;0;1;no;62.31;2.06
layup;EURO;G;1;0;dribble or cut;68.21;1.27
above head;EURO;G;0;1;no;44.97;4.7
above head;EURO;G;1;1;no;40.67;7.15
other;EURO;G;0;0;dribble or cut;65.76;1.41
other;EURO;G;0;0;dribble or cut;8.9;1.73
hook shot;EURO;G;0;0;no;88.65;1.71
layup;EURO;G;0;0;dribble or cut;82.84;0.54
layup;EURO;G;0;0;dribble or cut;89.58;1.82
layup;EURO;G;0;0;dribble or cut;74.31;0.95
above head;EURO;F;0;1;no;89.6;5.73
above head;EURO;F;1;0;no;73.83;0.73
above head;EURO;F;0;1;no;15.39;7.47
above head;EURO;F;0;1;no;44.93;7.13
above head;EURO;F;0;1;no;1.85;1.66
above head;EURO;F;0;1;no;86.15;3.81
above head;EURO;F;0;1;no;49.78;3.65
hook shot;EURO;F;0;1;no;7.62;1.62
hook shot;EURO;F;0;1;no;15.75;1.78
above head;EURO;F;0;1;no;26.27;5.81
above head;EURO;G;0;1;no;0;7.2
layup;EURO;F;0;0;drive;62.28;0.67
layup;EURO;F;0;0;drive;71.22;0.96
above head;EURO;F;0;1;no;87.49;7.08
hook shot;EURO;F;0;1;no;9.82;1.57
tip-in;EURO;F;1;1;no;26.77;1.07
above head;EURO;F;0;1;no;26.86;7.59
above head;EURO;F;1;1;no;88.76;6.86
above head;EURO;F;0;1;no;12.25;0.76
above head;EURO;F;1;1;no;17.98;7.29
above head;EURO;F;1;1;no;55.31;7.17
layup;EURO;F;0;0;dribble or cut;74.31;0.95
other;EURO;F;0;1;no;43.46;1.17
above head;EURO;C;0;1;no;64.04;0.95
hook shot;EURO;C;0;1;no;72.93;0.5
dunk;EURO;C;0;1;no;75.89;0.61
above head;EURO;C;0;1;no;75.89;0.83
tip-in;EURO;C;0;1;no;74.55;0.56
dunk;EURO;C;0;1;no;77.6;0.44
above head;EURO;C;0;1;no;78;0.71
layup;EURO;F;0;1;no;46.7;1.47
above head;EURO;F;0;1;no;70.34;3.64
above head;EURO;F;0;1;no;80.41;3.15
tip-in;EURO;F;1;1;no;21.31;0.74
above head;EURO;F;0;1;no;42.03;5.2
above head;EURO;F;0;1;no;62.28;0.67
above head;EURO;F;1;1;no;49.38;7.34
layup;EURO;F;1;1;no;53.76;0.8
above head;EURO;F;0;1;no;88.87;4.77
above head;EURO;F;1;1;no;55.31;7.17
above head;EURO;F;0;0;no;75.89;0.17
above head;EURO;F;0;1;no;51.95;7.14
layup;EURO;F;0;0;dribble or cut;48.3;0.79
above head;EURO;F;1;1;no;70.21;7.12
dunk;EURO;F;0;1;no;81.43;0.27
above head;EURO;F;0;1;no;83.94;2.42
above head;EURO;F;0;1;no;73.39;0.89
above head;EURO;F;0;1;no;87.06;7.08
hook shot;EURO;F;0;1;no;10.03;1.85
other;EURO;F;0;0;dribble or cut;77.91;4.82
above head;EURO;F;0;1;no;44.64;7.78
above head;EURO;F;0;1;no;27.83;7.23
layup;EURO;F;0;1;no;71.09;0.62
layup;EURO;F;0;0;dribble or cut;79.56;0.82
above head;EURO;F;1;1;no;80.45;7.06
above head;EURO;F;0;1;no;86.13;6.98
above head;EURO;F;0;0;no;78.11;2.03
above head;EURO;F;1;1;no;67.17;6.63
above head;EURO;F;1;1;no;60.06;6.55
hook shot;EURO;C;0;1;no;85.95;2.09
above head;EURO;C;0;1;no;69.07;1.32
hook shot;EURO;C;0;1;no;88.1;2.84
hook shot;EURO;C;0;0;no;4.29;2.15
other;EURO;C;0;0;no;83.69;1.35
layup;EURO;C;0;1;no;45.76;0.6
hook shot;EURO;C;0;1;no;64.35;3.33
above head;EURO;F;1;1;no;71.64;4.57
above head;EURO;F;0;1;no;86.79;5.53
above head;EURO;F;0;1;no;28.78;7.23
above head;EURO;F;0;1;no;33.5;7.28
other;EURO;F;0;0;dribble or cut;63.07;2.82
above head;EURO;F;0;1;no;49.43;7.26
above head;EURO;F;0;1;no;0;3.27
layup;EURO;F;0;1;no;62.31;2.06
above head;EURO;F;0;1;no;4.16;2.96
above head;EURO;F;0;1;no;58.09;5.68
layup;EURO;F;1;0;dribble or cut;67.57;0.81
above head;EURO;F;0;1;no;13.49;7.35
above head;EURO;F;0;1;no;51.01;7.17
above head;EURO;F;0;1;no;74.04;4.85
other;EURO;G;0;0;dribble or cut;51.09;3.24
hook shot;EURO;G;0;0;no;2.13;1.44
other;EURO;G;0;0;drive;86.16;6.23
above head;EURO;G;0;1;no;28.12;7.62
above head;EURO;G;0;1;no;1.88;4.89
other;EURO;G;0;0;dribble or cut;37.45;4.93
above head;EURO;G;0;1;no;24.9;7.76
layup;EURO;G;1;0;dribble or cut;69.83;0.74
layup;EURO;G;1;0;dribble or cut;85.69;0.54
above head;EURO;G;0;1;no;67.88;7.11
layup;EURO;G;0;0;dribble or cut;59.62;0.93
above head;EURO;G;0;1;no;47.57;3.41
above head;EURO;G;0;1;no;16.41;7.4
above head;EURO;G;0;1;no;18.51;7.25
above head;EURO;G;0;1;no;44.64;7.47
above head;EURO;C;0;1;no;38.72;2.4
above head;EURO;C;0;1;no;38.85;7.17
above head;EURO;G;0;1;no;54.59;5
above head;EURO;C;0;1;no;1.6;7.69
layup;EURO;F;0;1;no;76.74;0.88
above head;EURO;F;0;1;no;34.88;8.06
tip-in;EURO;F;0;1;no;68.24;0.98
other;EURO;F;0;0;dribble or cut;58.75;2.57
above head;EURO;F;1;1;no;0.42;7.31
above head;EURO;F;0;1;no;86.92;0.75
layup;EURO;F;1;1;no;71.26;1.13
above head;EURO;F;0;1;no;7.62;1.62
above head;EURO;G;0;1;no;46.63;7.66
above head;EURO;G;0;1;no;65.9;7.22
hook shot;EURO;G;0;1;no;2.49;2.47
above head;EURO;G;0;1;no;65.3;7.31
above head;EURO;G;1;1;no;60.79;7.37
above head;EURO;G;1;1;no;68.94;7
above head;EURO;G;0;1;no;1.18;5.21
above head;EURO;G;0;1;no;68.75;7.24
above head;EURO;G;0;1;no;85.94;2.47
other;EURO;G;1;0;drive;80.76;0.92
layup;EURO;G;0;0;dribble or cut;72.34;0.84
above head;EURO;G;0;1;no;82.9;6.42
above head;EURO;G;0;1;no;83.39;6.9
layup;EURO;G;1;0;dribble or cut;57.01;0.77
above head;EURO;G;0;1;no;87.43;6.92
above head;EURO;C;0;1;no;71.26;1.13
layup;EURO;G;1;0;dribble or cut;74.55;0.56
layup;EURO;G;1;0;dribble or cut;87.94;0.38
other;EURO;G;0;0;dribble or cut;52.99;0.87
layup;EURO;G;0;0;drive;85.21;1.13
other;EURO;G;0;0;drive;87.41;3.27
above head;EURO;G;0;1;no;84.85;7.05
above head;EURO;G;0;1;no;50.35;7.24
other;EURO;G;0;0;dribble or cut;71.12;3.45
layup;EURO;G;1;0;dribble or cut;59.02;1.12
other;EURO;G;0;0;dribble or cut;19.02;1.81
layup;EURO;G;0;0;dribble or cut;82.05;0.49
above head;EURO;F;0;1;no;52.56;7.15
above head;EURO;F;0;1;no;50.89;7.32
above head;EURO;F;0;1;no;79.56;0.82
above head;EURO;F;0;1;no;44.32;7.13
other;EURO;F;0;0;drive;34.3;0.57
above head;EURO;F;0;1;no;72.79;7.23
above head;EURO;F;0;1;no;38.65;7.29
above head;EURO;F;0;1;no;53.58;7.32
above head;EURO;F;0;1;no;89.89;7.13
layup;EURO;F;0;1;no;39.39;1.1
above head;EURO;F;0;1;no;2.88;1.06
hook shot;EURO;F;0;1;no;70.43;3.01
above head;EURO;F;0;1;no;65.5;3.47
above head;EURO;F;0;1;no;35.45;8.77
hook shot;EURO;F;0;1;no;3.19;1.93
above head;EURO;F;0;1;no;89.22;6.96
layup;EURO;F;0;1;no;49.7;0.56
above head;EURO;G;0;1;no;51.99;7.41
above head;EURO;G;0;1;no;89.22;6.91
above head;EURO;G;0;1;no;86.16;7.03
above head;EURO;G;0;1;no;86.62;7.08
above head;EURO;G;0;1;no;89.67;7.02
above head;EURO;G;0;1;no;63.6;7.24
above head;EURO;G;0;1;no;49.17;5.17
above head;EURO;F;0;1;no;4.2;3.66
above head;EURO;F;0;1;no;87.01;6.97
above head;EURO;F;0;1;no;69.86;5.59
above head;EURO;F;0;1;no;58.97;2.06
layup;EURO;F;0;0;dribble or cut;35.54;0.65
layup;EURO;F;1;0;dribble or cut;60.52;0.74
above head;EURO;F;0;1;no;21.19;7.26
above head;EURO;F;0;1;no;26.12;7.3
layup;EURO;F;0;1;no;52.99;0.87
hook shot;EURO;F;0;1;no;13.01;2.14
above head;EURO;F;0;1;no;46.29;3.41
hook shot;EURO;F;0;1;no;86.13;1.4
above head;EURO;F;0;1;no;88.33;6.91
above head;EURO;F;0;1;no;87.6;4.83
above head;EURO;C;0;1;no;40.51;3.38
above head;EURO;F;0;1;no;88.63;6.22
above head;EURO;F;0;1;no;87.86;6.86
above head;EURO;F;0;1;no;78.17;6.24
above head;EURO;F;0;1;no;32.91;7.3
above head;EURO;F;0;1;no;48.92;2.27
above head;EURO;F;0;1;no;4.64;7.28
above head;EURO;F;0;1;no;34.56;7.18
above head;EURO;F;0;1;no;1.31;4.67
above head;EURO;F;0;1;no;32.79;7.22
layup;EURO;G;0;1;no;78.83;0.76
hook shot;EURO;G;0;1;no;9.82;1.57
layup;EURO;G;0;0;dribble or cut;58.33;0.69
above head;EURO;G;0;1;no;72.82;7.07
above head;EURO;G;1;1;no;56.66;6.54
layup;EURO;G;0;1;no;82.29;0.7
layup;EURO;G;0;0;dribble or cut;87.12;0.8
layup;EURO;G;1;0;dribble or cut;0;0.63
above head;EURO;G;0;1;no;9.33;4.3
above head;EURO;G;1;1;no;2.92;7.37
other;EURO;G;1;0;dribble or cut;16;1.55
above head;EURO;G;1;1;no;56.66;6.54
above head;EURO;F;0;1;no;66.87;6.41
above head;EURO;F;0;1;no;53.16;7.16
above head;EURO;F;0;1;no;69.55;7.2
above head;EURO;F;0;1;no;42.81;7.17
above head;EURO;F;0;1;no;1.79;5.16
above head;EURO;F;0;1;no;56.03;7.49
above head;EURO;F;0;1;no;43.43;7.25
above head;EURO;F;0;1;no;53.73;7.44
above head;EURO;G;0;1;no;88.99;6.86
other;EURO;G;1;0;dribble or cut;24.46;0.52
above head;EURO;G;0;1;no;51.43;6.71
layup;EURO;G;0;0;dribble or cut;80.02;0.54
layup;EURO;G;0;0;dribble or cut;68.3;0.69
above head;EURO;G;0;1;no;64.56;7.24
layup;EURO;G;0;1;no;72.1;1.18
above head;EURO;G;0;1;no;63.2;5.82
above head;EURO;G;0;1;no;89.22;6.96
above head;EURO;G;1;1;no;63.22;7.14
above head;EURO;G;0;1;no;45.93;8.57
above head;EURO;G;1;1;no;51.15;7.36
above head;EURO;G;0;1;no;20.1;7.33
above head;EURO;G;0;1;no;71.12;6.11
above head;EURO;G;0;1;no;33.5;7.28
above head;EURO;F;0;1;no;9.52;5.83
layup;EURO;F;0;0;dribble or cut;88.56;0.54
above head;EURO;F;1;1;no;35.51;7.19
above head;EURO;F;0;1;no;29.35;7.21
layup;EURO;F;1;0;dribble or cut;21.42;1.03
other;EURO;F;0;0;drive;88.23;3.06
layup;EURO;G;1;1;no;60.04;1.05
layup;EURO;G;0;0;drive;69.83;0.74
above head;EURO;G;0;1;no;25.64;8.05
above head;EURO;G;0;1;no;16.99;8.43
above head;EURO;G;0;1;no;40.75;7.3
above head;EURO;G;0;1;no;6.67;8.77
above head;EURO;G;0;1;no;62.12;7.45
above head;EURO;G;0;1;no;45.82;7.32
tip-in;EURO;F;0;1;no;20.31;0.62
above head;EURO;F;0;1;no;59.59;7.21
other;EURO;F;0;1;no;86.75;1.66
hook shot;EURO;F;0;1;no;62.5;2.54
above head;EURO;F;0;1;no;44.04;7.32
layup;EURO;F;0;1;no;68.72;1.15
hook shot;EURO;F;0;1;no;69.99;2.79
above head;EURO;F;0;1;no;22.69;7.22
hook shot;EURO;F;1;1;no;81.07;3.04
hook shot;EURO;F;0;1;no;74.64;2.39
above head;EURO;F;0;1;no;81.69;6.98
hook shot;EURO;F;0;1;no;26.62;2.03
layup;EURO;F;1;0;dribble or cut;72.56;0.67
above head;EURO;F;0;1;no;89.22;6.91
dunk;EURO;F;0;1;no;85.69;0.54
hook shot;EURO;F;0;0;no;64.71;1.48
tip-in;EURO;F;0;1;no;10.49;0.59
layup;EURO;F;0;1;no;69.35;1.03
other;EURO;G;0;0;dribble or cut;72.86;1.23
above head;EURO;G;0;1;no;44.93;7.21
above head;EURO;G;0;1;no;49.9;6.58
above head;EURO;C;0;1;no;4.68;7.23
above head;EURO;C;0;1;no;23.72;2.4
above head;EURO;F;0;1;no;72.1;1.18
above head;EURO;F;0;1;no;0.92;3.33
above head;EURO;F;0;1;no;34.78;7.33
above head;EURO;G;0;1;no;9.35;6.26
above head;EURO;G;0;1;no;44.93;7.13
layup;EURO;G;1;1;no;58.33;0.69
above head;EURO;G;0;1;no;49.81;5.82
above head;EURO;G;0;1;no;79.82;1.14
other;EURO;G;0;0;dribble or cut;29.04;9.16
above head;EURO;G;0;1;no;60.17;7.23
above head;EURO;G;0;1;no;15.91;5.08
other;EURO;G;0;0;dribble or cut;73.39;0.89
above head;EURO;G;0;1;no;59.17;6.49
